ParticipantID,Direction,ResponseTime
CM,space,1.31896400452
CM,space,0.392910003662
CM,space,0.397843122482
CM,space,0.2826359272
CM,space,0.234441041946
CM,space,0.488495111465
CM,space,0.317006111145
CM,space,0.290874958038
CM,space,0.317028999329
CM,space,0.326061010361
CM,space,0.263928890228
CM,space,0.343214035034
CM,space,0.396857976913
CM,space,0.284677028656
CM,space,0.292860031128
CM,space,0.27920794487
CM,space,0.32495880127
CM,space,0.328694820404
CM,space,0.325976848602
CM,space,0.313700199127
CM,space,0.304404973984
CM,space,0.231379032135
CM,space,0.295429944992
CM,space,0.27540397644
CM,space,0.25036406517
CM,space,0.332993030548
CM,space,0.249313116074
CM,space,0.320492982864
CM,space,0.309818983078
CM,space,0.391144037247
