ParticipantID,VisibleHemifield,Direction,ResponseTime
ms,Left,right,1.31730699539
ms,Right,right,1.53671908379
ms,Right,left,2.14700484276
ms,OddRight,right,1.59602689743
ms,Left,left,1.30429911613
ms,Left,left,1.11609911919
ms,Right,left,2.35995697975
ms,Right,right,1.73523902893
ms,Left,left,1.18492507935
ms,OddRight,right,1.37846684456
ms,Left,left,1.04793214798
ms,Right,left,2.90243792534
ms,Left,left,1.39696002007
ms,Right,left,2.96480417252
ms,OddRight,left,0.0257830619812
ms,Left,left,3.37793803215
ms,Right,left,2.47047114372
ms,Left,left,2.289509058
ms,Right,right,1.94016909599
ms,Right,left,2.82073783875
ms,OddLeft,left,0.0257878303528
ms,Left,left,1.08793592453
ms,Right,left,2.42834496498
ms,Left,left,1.14479994774
ms,Left,right,1.52894282341
ms,Right,left,2.64298081398
ms,OddRight,right,1.37884998322
ms,Left,right,1.48429083824
ms,Right,right,1.76075100899
ms,Right,right,2.04911112785
ms,Left,left,3.08572697639
ms,Right,left,2.53482699394
ms,OddLeft,left,0.0258479118347
ms,Left,right,1.30983901024
ms,Left,left,3.30518198013
ms,Right,right,2.87340712547
ms,Right,right,2.71323895454
ms,Left,right,1.60181903839
ms,OddRight,right,1.37842392921
ms,Right,left,2.74343299866
ms,Left,right,3.35063195229
ms,Right,right,1.74060487747
ms,Left,left,2.49375915527
ms,Left,right,0.967257976532
ms,OddRight,right,0.0257821083069
ms,Right,right,2.4960501194
ms,Left,left,2.38558793068
ms,Right,right,2.00004696846
ms,Left,right,1.37247180939
ms,OddLeft,right,1.29542398453
ms,Right,right,3.2865319252
ms,Right,left,2.59944295883
ms,Left,right,1.74100184441
ms,Left,right,0.91806101799
ms,Right,right,1.71401405334
ms,OddLeft,right,1.3283188343
ms,Left,right,3.11660909653
ms,Right,right,2.44458603859
ms,Left,left,1.72046494484
ms,Right,left,2.33097505569
